x,y,sound_file,class_label
9.46E+00,-1.77E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB119_7.wav,geophony
2.94E+01,-1.18E+00,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB119_8.wav,geophony
3.28E+01,9.98E-02,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB119_9.wav,geophony
-6.41E+00,-2.79E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB11_1.wav,geophony
4.05E+00,-3.02E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB11_10.wav,geophony
1.78E+00,-3.55E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB11_11.wav,geophony
1.11E+01,-2.47E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB11_12.wav,geophony
-2.60E+00,-3.25E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB11_13.wav,geophony
-5.68E+00,-3.83E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB11_14.wav,geophony
-7.13E+00,-2.73E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB11_2.wav,geophony
-8.30E+00,-3.48E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB11_3.wav,geophony
-5.10E+00,-3.22E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB11_4.wav,geophony
-6.09E+00,-4.08E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB11_5.wav,geophony
-6.81E+00,-3.39E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB11_6.wav,geophony
-3.83E+00,-3.95E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB11_7.wav,geophony
-4.31E+00,-4.16E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB11_8.wav,geophony
1.10E+00,-3.34E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB11_9.wav,geophony
-2.73E+00,-3.46E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB12_1.wav,geophony
8.15E+00,-1.83E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB12_10.wav,geophony
-8.34E+00,-2.52E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB12_11.wav,geophony
-1.74E+00,-3.29E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB12_12.wav,geophony
-9.24E+00,-3.07E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB12_13.wav,geophony
5.09E+00,-2.69E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB12_14.wav,geophony
2.86E+00,-2.81E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB12_2.wav,geophony
-6.87E+00,-3.51E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB12_3.wav,geophony
-1.46E+00,-2.75E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB12_4.wav,geophony
-7.76E+00,-2.36E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB12_5.wav,geophony
1.01E+01,-1.92E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB12_6.wav,geophony
-5.49E+00,-3.78E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB12_7.wav,geophony
-8.06E+00,-3.47E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB12_8.wav,geophony
-5.86E-01,-2.96E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB12_9.wav,geophony
2.93E+00,-3.07E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB13_1.wav,geophony
7.83E+00,-3.01E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB13_10.wav,geophony
7.20E-01,-3.88E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB13_11.wav,geophony
-4.82E-01,-3.98E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB13_12.wav,geophony
-8.68E+00,-3.75E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB13_13.wav,geophony
1.07E+00,-2.27E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB13_14.wav,geophony
-1.00E+01,-2.91E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB13_2.wav,geophony
5.02E+00,-2.52E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB13_3.wav,geophony
1.82E+01,-1.40E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB13_4.wav,geophony
1.34E+01,-2.08E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB13_5.wav,geophony
1.09E+01,-2.13E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB13_6.wav,geophony
4.82E+00,-2.79E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB13_7.wav,geophony
1.57E+00,-3.42E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB13_8.wav,geophony
-1.08E+01,-3.10E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB13_9.wav,geophony
1.34E+01,-1.81E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB14_1.wav,geophony
-1.40E+00,-3.68E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB14_10.wav,geophony
-1.68E+00,-3.72E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB14_11.wav,geophony
-4.66E+00,-3.08E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB14_12.wav,geophony
9.97E+00,-2.29E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB14_13.wav,geophony
-8.96E+00,-3.60E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB14_14.wav,geophony
7.44E+00,-1.78E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB14_2.wav,geophony
-1.10E+01,-2.67E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB14_3.wav,geophony
1.51E+01,-1.40E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB14_4.wav,geophony
1.45E+01,-1.34E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB14_5.wav,geophony
4.09E+00,-2.09E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB14_6.wav,geophony
1.16E+01,-1.46E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB14_7.wav,geophony
7.88E+00,-1.91E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB14_8.wav,geophony
-6.81E+00,-3.87E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB14_9.wav,geophony
-1.13E+00,-3.03E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB15_1.wav,geophony
-1.07E+00,-3.20E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB15_10.wav,geophony
8.64E-01,-3.58E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB15_11.wav,geophony
1.26E+01,-2.54E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB15_12.wav,geophony
-1.02E+01,-3.64E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB15_13.wav,geophony
-7.06E+00,-4.06E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB15_14.wav,geophony
-1.09E+01,-2.88E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB15_2.wav,geophony
-3.34E+00,-3.07E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB15_3.wav,geophony
2.00E+01,-1.86E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB15_4.wav,geophony
3.45E-01,-3.87E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB15_5.wav,geophony
-4.92E-02,-2.06E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB15_6.wav,geophony
2.40E+00,-2.85E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB15_7.wav,geophony
-8.14E+00,-2.73E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB15_8.wav,geophony
2.23E+01,-1.42E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB15_9.wav,geophony
-8.97E+00,-3.65E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB16_1.wav,geophony
3.76E+01,2.29E+00,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB16_10.wav,geophony
2.14E+01,-7.23E+00,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB16_11.wav,geophony
3.50E+01,-2.00E+00,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB16_12.wav,geophony
3.21E+01,-1.33E+00,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB16_13.wav,geophony
4.39E+01,5.75E-01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB16_14.wav,geophony
-7.09E+00,-3.59E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB16_2.wav,geophony
-2.33E+00,-3.11E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB16_3.wav,geophony
-8.54E-02,-2.87E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB16_4.wav,geophony
1.39E+01,-2.00E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB16_5.wav,geophony
1.43E+01,-1.93E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB16_6.wav,geophony
1.21E+01,-1.94E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB16_7.wav,geophony
3.93E+01,1.47E+00,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB16_8.wav,geophony
3.99E+01,1.77E+00,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB16_9.wav,geophony
3.95E+01,-7.93E-01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB17_1.wav,geophony
6.11E+00,-2.07E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB17_10.wav,geophony
6.40E+00,-2.54E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB17_11.wav,geophony
-2.70E+00,-3.18E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB17_12.wav,geophony
-5.83E+00,-2.29E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB17_13.wav,geophony
-4.61E+00,-2.50E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB17_14.wav,geophony
3.14E+01,-4.23E+00,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB17_2.wav,geophony
3.21E+01,-4.46E+00,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB17_3.wav,geophony
6.59E+00,-2.08E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB17_4.wav,geophony
7.21E+00,-2.06E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB17_5.wav,geophony
5.21E+00,-2.28E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB17_6.wav,geophony
7.65E+00,-2.31E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB17_7.wav,geophony
-2.21E+00,-4.03E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB17_8.wav,geophony
-7.63E+00,-2.67E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB17_9.wav,geophony
3.27E+00,-3.35E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB18_1.wav,geophony
3.07E+00,-2.56E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB18_10.wav,geophony
2.20E+01,-1.25E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB18_11.wav,geophony
1.38E+01,-1.35E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB18_12.wav,geophony
3.45E+01,-3.05E+00,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB18_13.wav,geophony
2.01E+01,-1.10E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB18_14.wav,geophony
1.08E+01,-2.05E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB18_2.wav,geophony
1.40E+01,-1.29E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB18_3.wav,geophony
3.99E+00,-2.14E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB18_4.wav,geophony
5.46E+00,-2.19E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB18_5.wav,geophony
-6.58E+00,-2.36E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB18_6.wav,geophony
-7.17E+00,-2.55E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB18_7.wav,geophony
1.10E+00,-2.11E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB18_8.wav,geophony
3.25E+01,-4.79E+00,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB18_9.wav,geophony
1.19E+01,-1.81E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB19_1.wav,geophony
6.71E+00,-1.99E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB19_10.wav,geophony
1.21E+00,-2.64E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB19_11.wav,geophony
-9.16E+00,-2.39E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB19_12.wav,geophony
-9.08E-01,-3.89E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB19_13.wav,geophony
-8.18E-01,-3.43E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB19_14.wav,geophony
2.19E+01,-1.05E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB19_2.wav,geophony
2.25E+01,-1.02E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB19_3.wav,geophony
1.16E+01,-1.72E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB19_4.wav,geophony
-4.91E+00,-2.46E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB19_5.wav,geophony
7.49E+00,-1.95E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB19_6.wav,geophony
2.14E+01,-1.10E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB19_7.wav,geophony
5.30E+00,-1.93E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB19_8.wav,geophony
-7.10E+00,-2.28E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB19_9.wav,geophony
4.00E+01,1.50E-01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB1_1.wav,geophony
4.14E+01,6.63E-01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB1_10.wav,geophony
4.45E+01,7.49E-01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB1_11.wav,geophony
3.57E+01,-2.79E+00,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB1_12.wav,geophony
2.47E+01,-8.55E+00,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB1_13.wav,geophony
3.25E+01,-3.01E+00,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB1_14.wav,geophony
4.47E+01,1.91E+00,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB1_2.wav,geophony
3.68E+01,-1.15E-02,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB1_3.wav,geophony
4.23E+01,6.56E-01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB1_4.wav,geophony
4.30E+01,7.87E-01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB1_5.wav,geophony
4.01E+01,-6.08E-01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB1_6.wav,geophony
1.62E+01,-1.03E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB1_7.wav,geophony
3.56E+01,-2.98E-01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB1_8.wav,geophony
3.74E+01,1.18E+00,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB1_9.wav,geophony
-6.25E+00,-3.55E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB20_1.wav,geophony
2.43E+01,-9.91E+00,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB20_10.wav,geophony
1.17E+01,-2.36E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB20_11.wav,geophony
-8.17E+00,-3.67E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB20_12.wav,geophony
-5.07E+00,-4.09E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB20_13.wav,geophony
1.26E+00,-2.71E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB20_14.wav,geophony
-5.30E+00,-4.16E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB20_2.wav,geophony
-5.45E-01,-4.02E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB20_3.wav,geophony
-1.05E+01,-2.59E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB20_4.wav,geophony
1.76E+00,-3.35E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB20_5.wav,geophony
1.88E+01,-1.86E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB20_6.wav,geophony
8.99E+00,-2.61E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB20_7.wav,geophony
-7.92E+00,-3.60E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB20_8.wav,geophony
2.42E+01,-1.06E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB20_9.wav,geophony
-5.65E+00,-3.94E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB21_1.wav,geophony
-1.01E+01,-2.81E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB21_10.wav,geophony
-3.87E+00,-2.27E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB21_11.wav,geophony
-5.73E+00,-4.13E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB21_12.wav,geophony
-9.96E+00,-3.17E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB21_13.wav,geophony
-5.36E+00,-3.18E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB21_14.wav,geophony
-6.49E+00,-3.93E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB21_2.wav,geophony
-8.86E+00,-3.80E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB21_3.wav,geophony
-6.28E+00,-3.84E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB21_4.wav,geophony
1.52E+00,-4.00E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB21_5.wav,geophony
7.20E+00,-3.11E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB21_6.wav,geophony
-1.05E+00,-2.94E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB21_7.wav,geophony
-8.85E+00,-2.76E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB21_8.wav,geophony
2.64E+01,-7.31E+00,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB21_9.wav,geophony
-5.79E+00,-3.98E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB22_1.wav,geophony
-2.64E+00,-3.53E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB22_10.wav,geophony
8.06E+00,-3.06E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB22_11.wav,geophony
2.24E+01,-1.31E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB22_12.wav,geophony
1.27E+01,-1.97E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB22_13.wav,geophony
1.29E+01,-2.64E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB22_14.wav,geophony
1.76E+01,-1.70E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB22_2.wav,geophony
2.09E+01,-1.31E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB22_3.wav,geophony
-9.41E+00,-2.54E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB22_4.wav,geophony
-4.91E+00,-2.28E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB22_5.wav,geophony
-6.35E+00,-2.71E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB22_6.wav,geophony
8.04E+00,-2.48E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB22_7.wav,geophony
-1.97E+00,-3.87E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB22_8.wav,geophony
2.62E+00,-2.63E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB22_9.wav,geophony
8.88E-01,-3.70E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB23_1.wav,geophony
-1.92E+00,-3.11E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB23_10.wav,geophony
-4.96E+00,-2.18E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB23_11.wav,geophony
-1.00E+01,-3.22E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB23_12.wav,geophony
1.05E+01,-1.82E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB23_13.wav,geophony
7.67E+00,-2.41E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB23_14.wav,geophony
1.02E+01,-1.99E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB23_2.wav,geophony
-2.35E+00,-3.98E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB23_3.wav,geophony
-6.98E+00,-3.77E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB23_4.wav,geophony
6.57E+00,-2.28E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB23_5.wav,geophony
3.05E+00,2.24E+00,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB23_6.wav,geophony
3.39E+00,1.99E+00,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB23_7.wav,geophony
3.45E+00,1.91E+00,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB23_8.wav,geophony
3.35E+00,-3.12E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB23_9.wav,geophony
-8.26E+00,-3.54E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB24_1.wav,geophony
2.28E+01,-1.28E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB24_10.wav,geophony
1.36E+01,-2.15E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB24_11.wav,geophony
4.47E-01,-2.58E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB24_12.wav,geophony
1.39E+01,-1.73E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB24_13.wav,geophony
1.85E+01,-1.42E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB24_14.wav,geophony
-8.25E+00,-4.06E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB24_2.wav,geophony
-9.27E+00,-3.81E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB24_3.wav,geophony
-3.03E+00,-3.14E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB24_4.wav,geophony
1.33E+01,-2.16E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB24_5.wav,geophony
1.58E+01,-1.81E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB24_6.wav,geophony
-8.00E+00,-2.20E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB24_7.wav,geophony
-8.62E+00,-2.68E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB24_8.wav,geophony
2.40E+00,-2.54E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB24_9.wav,geophony
2.06E+01,-9.18E+00,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB25_1.wav,geophony
9.46E+00,-2.62E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB25_10.wav,geophony
2.14E+01,-1.31E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB25_11.wav,geophony
6.30E+00,-2.63E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB25_12.wav,geophony
1.88E+01,-1.80E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB25_13.wav,geophony
-1.10E+01,-3.00E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB25_14.wav,geophony
1.82E+01,-1.47E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB25_2.wav,geophony
1.46E+01,-1.97E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB25_3.wav,geophony
1.62E+01,-1.98E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB25_4.wav,geophony
1.93E+01,-1.39E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB25_5.wav,geophony
1.48E+01,-1.95E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB25_6.wav,geophony
5.73E+00,-2.37E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB25_7.wav,geophony
2.33E+00,-2.43E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB25_8.wav,geophony
-9.39E+00,-3.18E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB25_9.wav,geophony
-8.87E+00,-2.34E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB26_1.wav,geophony
-8.62E+00,-2.59E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB26_10.wav,geophony
2.22E+00,-2.22E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB26_11.wav,geophony
1.45E+01,-1.75E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB26_12.wav,geophony
6.86E+00,-2.09E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB26_13.wav,geophony
-3.70E+00,-2.85E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB26_14.wav,geophony
-5.92E+00,-3.42E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB26_2.wav,geophony
-9.44E+00,-3.71E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB26_3.wav,geophony
-9.89E+00,-3.58E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB26_4.wav,geophony
-6.20E+00,-4.02E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB26_5.wav,geophony
1.90E-01,-3.90E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB26_6.wav,geophony
1.04E+01,-2.38E+01,D:\PhD-data\Wambiana - Processed\geophony\audio_segment_WetB26_7.wav,geophony
